(1, 4.012640476226807)
(3, 2.448788642883301)
(5, 3.6854381561279297)
(7, 3.4745681285858154)
(9, 1.713547945022583)
(11, 2.3080687522888184)
(13, 1.0109739303588867)
(15, 0.40581846237182617)
(17, 0.3788418769836426)
(19, 0.20299863815307617)
(21, 0.09399175643920898)
(23, 0.030995845794677734)
(25, 0.01100778579711914)
(27, 0.015313863754272461)
(29, 0.000995635986328125)
(31, 0.0009961128234863281)
